id,category,work,education,skills_projects
27099856,APPAREL,"Position: Freelance Production Manager - Men's & Women's Wovens/Knits
Company: Company Name
Summary: Daily overseas communication with multiple factories regarding status of fit. Managed the costing and negotiation process for 50% of the total business with overseas vendors in Hong Kong, Vietnam, Cambodia, and India to ensure 80% target margin was achieved.
Highlights: Extensive print knowledge, Strong cost negotiation skills, Wash development, Superior communication skills, WebPDM and PLM

Position: Associate Pre-Production Manager - Men's and Women's Graphics
Company: Company Name
Summary: Managed the design and development cycle for numerous styles and skus per season. Created reference library and standardized all graphic print techniques to ensure brand aesthetic was met across all vendors.
Highlights: PLM implementation task force

","Institution: Parson's School of Design
Area of Study: Design and Management
Degree: BBA
Start Date: 
End Date: 
Courses: Marketing, Public Relations, Advertising, International Business, Entrepreneurship, and Fashion Illustration

","Skill: Production Management
Keywords: Business Strategies, Budget Maintenance, Costing, Vendor Negotiations, Fabric Development, Trim/Hardware Development, Print Development, Packaging Development, Quality Control, Merchandising, Inventory Management, WebPDM, PLM, Illustrator, Microsoft Office, SAGE

"
27176039,APPAREL,"Position: Route Manager
Company: Company Name
Summary: Built a steady repeat customer base by providing a quality product and exceptional customer service. Maintained inventory levels along with current product knowledge daily.
Highlights: Completed daily reconciliations, recorded and made deposits of up to $1500.

Position: Site Manager
Company: Company Name
Summary: Analyze reporting data to identify areas of opportunity and provide solutions to maximize performance potential and profitability. Coach, mentor, and direct team members of varying levels of experience in support of departmental objectives.
Highlights: Ensure adherence to company safety guidelines through education, training, and monitoring of daily in-field performance.

Position: Technician Supervisor
Company: Company Name
Summary: Monitor and manage technician productivity to ensure compliance with MasTec and DirectTV policies and procedures.

Position: Lead Technician
Company: Company Name
Summary: Provide satellite installations and service work for DirecTV customers. Conduct quality control inspections on installations and service work done by all technicians.

Position: Production Manager
Company: Company Name
Summary: Maintained a $1.5 million dollar budget and managed plant operations of 35 employees in seven departments through hiring, firing, payroll, training and developing job skills.
Highlights: Coordinated contracting issues with vendors daily.

Position: Assistant Operations Engineer
Company: Company Name
Summary: Specialized in company wide inventory management and control through the design of computerized stockrooms and assisting in software design upgrades.
Highlights: Managed monthly projects averaging $150,000 to include building stockrooms, hiring and monitoring contractors and negotiating with vendors.

Position: Assistant Plant Manager
Company: Company Name
Summary: Managed $5 million plant operations and supervised 40 employees. Served as Safety Committee Chairman, insuring OSHA compliance.

","Institution: Del Mar College
Area of Study: Applied Science Industrial Management
Degree: Associate
Start Date: 
End Date: 1998

","Skill: Leadership and Management
Keywords: budget, Business Intelligence, Coach, cost control, customer satisfaction, customer service, firing, hiring, inventory, inventory management and control, inventory control, leadership, materials, mentor, negotiating, payroll, personnel, policies, quality, quality control, RDO, reporting, routing, Safety, software design, teamwork, technician, upgrades

"
27694040,APPAREL,"Position: Apparel Production Manager
Company: Company Name
Summary: Set production schedules and established production specifications. Checked finished apparel for size accuracy. Performed fabric tests to ensure quality compliance. Oversaw daily facility activities. Ensured that all facility maintenance procedures were followed.

Position: Apparel Production Manager
Company: 
Summary: Reviewed production sketches. Periodically updated production specifications. Set team objectives. Addressed quality control issues.

Position: Apparel Production Manager
Company: Company Name
Summary: Reviewed equipment performance reports. Maintained contact with clients to ensure timely fulfillment of orders. Prepared purchase orders invoices and budget reports. Routinely inspected staff work areas.

Position: Apparel Production Manager
Company: Company Name
Summary: Coordinated with other offices to ensure consistency in apparel production. Set monthly production quotas and tracked production in real-time. Oversaw inventory of fabric and related supplies. Prepared sales samples per client requests.

","Institution: University of California
Area of Study: Applied Management
Degree: Bachelor of Science
Start Date: 
End Date: 2005

Institution: University of California
Area of Study: Business Administration
Degree: Bachelor of Science
Start Date: 
End Date: 2009

","Skill: Adobe Photoshop

Skill: budget

Skill: client

Skill: clients

Skill: design software

Skill: facility maintenance

Skill: inventory

Skill: multitasking

Skill: product design

Skill: quality

Skill: quality assurance

Skill: quality control

Skill: real-time

Skill: sales

"
28998957,APPAREL,"Position: Business Solution Project Manager
Company: Company Name
Summary: Resolved complex business issues..
Highlights: Implemented competitive advantages.., Responsible for analyzing business issues..

Position: Lead Data Migration Analyst
Company: Company Name
Summary: Lead systems expert..
Highlights: Recruited to lead the migration.., Reviewed and recommended several software vendors..

Position: Quality Assurance Data Analyst
Company: Company Name
Summary: Worked closely with quality engineers..
Highlights: Reviewed known defects with engineering.., Collected raw data to analyze..

Position: Senior Forecast Analyst
Company: Company Name
Summary: Responsible for direct marketing research..
Highlights: Determined and executed decisions on forecast.., Analyzed and distributed forecasting information..

Position: Marketing Budget Forecast and Circulation Analyst
Company: Company Name
Summary: Developed technology efficiencies..
Highlights: Analyzed click through rates, bounce tracking.., Optimized to strengthened Customer File Master..

","Institution: Northeastern University
Area of Study: Information Systems
Degree: Bachelor of Science
Start Date: 
End Date: 
Courses: SAS Business Intelligence Client Tools, SAS Training Center New York, NY, Administering Microsoft Windows NT 4.0, New Horizons Training Center Braintree, MA, Fundamentals of Solaris 2, Sun Microsystems, Introduction to Software Design & Development, Concepts & Facilities of Emerging Technologies

","Skill: Technical Skills
Level: Expert
Keywords: PLM, SQL, Crystal Reports, Google Analytics, JIRA, HPQC, QlikView, Cognos, Microsoft Access, Excel, SAS, Power Point, SharePoint, Visio, MicroStrategy, ASPEN, Microsoft Project, JCL, Jobtrac, TSO, CA7, Tivoli, Maestro, Telnet, FTP, Group1, Unix, Exceed, Citrix/Metaframe, Altiris

"
29028935,APPAREL,"Position: Reservations Agent/Front Desk Agent/Guest Services Agent/PBX Operator
Company: Company Name
Summary: Generate booking requests and passenger attraction/transportation bookings Answer and screen customer calls Explain and sell our transfers and day tours, including up selling services Process payment and attraction ticketing Resolve product or service problems Data entry and inventory accounting.
Highlights: Answer heavy volume phone calls., Work closely with Housekeeping, Engineering Department Assist operations manager and sales department with administrative duties.

Position: Customer Service Lead
Company: Company Name
Summary: Welcome and greet customers, modeling a positive customer service spirit while exhibiting a friendly and helpful attitude with customers and associates. Work with the store management team to set expectations and achieve service standards at the front of the store through high quality storefront presentation and through empowering associates to ensure customer satisfaction.
Highlights: Provide leadership to Service Associates working at the registers and coordinate register activities., Partner with store management to interview and hire new team members., Contribute to maintaining a safe and secure store environment., Serve as Manager on Duty by providing store leadership during a closing shift.

Position: Sales Representative
Company: Company Name
Summary: Order, maintain, and replenish merchandise apparel at eight (8) high-volume Southern California retail stores. Provide customer service, as needed, to promote product sales and communicate effectively with clients, other sales representatives, and the CEO. Take warehouse inventory and process, label, and sort warehouse shipments.

Position: Human Resources Assistant
Company: Company Name
Summary: Provided administrative and coordinator services within the Human Resources department, as well as performed administrative tasks for the accounting and engineering departments. Additional responsibilities included answering phones, updating employee information, maintaining and ordering company supplies, enter company-wide timesheets, scheduling meetings, coordinating luncheons and company-wide events, ensuring seamless employee communication, conducting security screenings for site entry, and record keeping.
Highlights: Assigned to provide administrative and coordinator services to CBRE, the facilities management company for the Edwards LifeSciences Headquarters., Coordinated with accounting department for payroll, tracked and managed time sheets, billing, invoices, packing slips, and utility bills., Communicated with vendors for month-end aging reports and statements. Handled heavy volume calls and emails from clients regarding facility needs., Created work orders, scheduled events, addressed basic maintenance needs and supply requests., Communicated with facilities engineers, clients, and vendors., Created, activated, and deactivated facilities access badges, dealt with security, parking, and Human Resources issues.

Position: Human Resources Assistant
Company: Company Name
Summary: Aided with the oversight of 93 employees and 30 attorneys. Handled multifaceted clerical tasks including data entry, records management, billing and communications. Supported in the planning and coordination of Human Resources (HR) activities; compiled and organized personnel records and confidential employment records.
Highlights: Assisted with the administration of day-today HR operations, departmental developments, HRIS, employee relations, training and development, benefits, compensation, executive administration, and recruitment.

","Institution: Saddleback Community College
Area of Study: 
Degree: Associates Degree
Start Date: 
End Date: 

Institution: South Coast College
Area of Study: 
Degree: Legal Administrative Assistant Certificate
Start Date: 
End Date: 

","Skill: Customer Service
Keywords: Accounting, Administrative Assistant, Executive & Administrative Support, Microsoft Office, Organization

Skill: Languages
Keywords: English, Farsi, Urdu, Hindi

"
29764492,APPAREL,"Position: Design Director / Senior Designer
Company: Company Name
Summary: 
Highlights: Developed seasonal merchandise assortment to improve category depth and breadth, Clearly communicated design revisions to all members of fashion design team, Developed seasonal and brand style guides to promote Tiger Schulmann's TSK Pro Shop, Sketched artistic and fresh designs for consideration, Communicated with photographers and stylists to effectively showcase brand, Negotiated with vendors on availability, product specifications, distribution, delivery deadlines and price, Developed seasonal and brand style guides, Supervised several projects simultaneously, maintaining profitability of each and consistently exceeding design expectations, Facilitated new processes within department, alleviating repetition and boosting overall team productivity

Position: Head Designer
Company: Company Name
Summary: 
Highlights: Helped company advance industry standing by creating innovative concept designs, Supervised design staff through product creation and release, Clearly communicated design revisions to all members of fashion design team, Developed seasonal merchandise assortment to improve category depth and breadth, Worked with technical design and product management to provide accurate and complete design packages, Designed advertisements, tradeshow banners and signage from concept through completion

Position: Head Designer
Company: Company Name
Summary: 
Highlights: Implemented process improvements to increase team effectiveness and reduce repetitive tasks, Juggled multiple projects simultaneously, never losing strategic vision and always maintaining focus, Planned and oversaw photography shoots and retouching, consistently completing tasks within budget, Trained team of 3 designers , delegating tasks and offering insight to help meet tight deadlines, Created storyboards, 3D models, animation and visual effects to meet design goals

Position: Head Designer
Company: Company Name
Summary: 
Highlights: Implemented process improvements to increase team effectiveness and reduce repetitive tasks, Juggled multiple projects simultaneously, never losing strategic vision and always maintaining focus, Carefully prepared all design layouts into prepress files for offset, web and digital printing, Contributed to creative process through original ideas and inspiration, Presented projects to internal clients, Generated detailed specs of final designs, Collaborated with vendors to ensure style consistency with other marketing materials

","Institution: Fashion Institute of Technology
Area of Study: Apparel Design
Degree: Associate of Science
Start Date: Not provided
End Date: Not provided

",
30344127,APPAREL,"Position: Senior Materials Analyst
Company: Company Name
Summary: Analysis, ideation, information presentation to the Materials Leadership team.
Highlights: Materials Analyst, Visibility to MLT on vendor key performance indicator reports.

Position: Apparel and Equipment Product Integrity - Quality Analyst
Company: Nike
Summary: Work cross-functionally with various Nike teams to maximize the reach and impact of global quality data.
Highlights: Led an initiative project for Product Integrity.

","Institution: Colorado School of Mines
Area of Study: Metallurgy and Materials Engineering
Degree: Bachelor
Start Date: 
End Date: 2007

","Skill: Materials Analyst
Keywords: AIA, Alpha, Analyst, Billing, Brio, Charts, Continuous Improvement, Contracts, Council, Experiments, Focus, Drawing, Hyperion, Internal Audits, ISO, Leadership, Lean Manufacturing, Director, Manufacturing Processes, Mapper, Materials, Mechanical, Excel, Microsoft Office, Outlook, PowerPoint, SharePoint, Word, PDM, Pricing, Processes, Improve Processes, Process Improvement, Quality, Reporting, Sales, Six Sigma, SPC, Statistics, Tableau, Validation, x-ray

"
31225895,APPAREL,"Position: Passenger Service Agent
Company: Company Name
Summary: I am a lead agent on departure and arrivals of our flights, I am a highly skilled lead agent in flight monitoring as well as an experienced ticket sales agent.
Highlights: Flight monitoring, Ticket Sales

Position: Assistant Buyer
Company: Company Name
Summary: Handled multifaceted clerical tasks (ex. data entry, filing, records management and billing) as the Assistant to the Apparel Buyer of the chain.
Highlights: Assistant Buyer

Position: Sales Associate Supervisor
Company: Company Name
Summary: Trained and directed new personnel to operate the cash reigisters, scanners, and computers, store re-stocking, floor displays and daily procedures in the stores' fast paced, busy environment.
Highlights: Store Operations

","Institution: Queensborough Community College
Area of Study: Nursing
Degree: Associate of Science
Start Date: 2013
End Date: 2013
Courses: Nursing Education, Human Resources, Psychology & Sociology; Human Behaviors, Studied Business and Computers

Institution: Jonh Bowne High School
Area of Study: Business
Degree: High School Diploma
Start Date: 2007
End Date: 2007
Courses: Diploma with merits and regents endorsements

","Skill: Client Relations
Level: High
Keywords: Communication, Problem solving, Product sales

Skill: Computer and Technology
Level: High
Keywords: Excelent knowledge of Computers and technology

Skill: Airline Softwares
Level: Expert
Keywords: Amadeus, Altea, Gaetan, Oscar

"
31362807,APPAREL,"Position: Supervisor
Company: Not Provided
Summary: Provide Training and Direct Supervision for all clients. Maintain appropriate work standards to the highest degree within the community. Train all the new hires for Enclave Supervisor position. Complete the weekly schedule for all Enclave Supervisor's and Enclave clients. Train all new Staff in the workshop area to prepare our clients for community jobs.

Position: Store Manager
Company: Not Provided
Summary: Oversee the entire store for Merchandising and Company Standards. Develop creative plans to increase store sales and decrease loss. Maintain communication with District/Regional Management. District winner achieved 110% over last year Credit Goals. Decreased store shrink of 1.44% to .90%.

","Institution: Philo High School
Area of Study: Not Provided
Degree: High School Diploma
Start Date: Not Provided
End Date: 1979

Institution: Muskingum Vocational School
Area of Study: Not Provided
Degree: Nurses Aide Certification
Start Date: Not Provided
End Date: 1980

","Skill: Various
Level: Not Provided
Keywords: Assistant Manager, CPR, Credit, Editing Sku's, Financial, P&L, First Aid, Inforem, Inventory Control, Lotus Notes, Mainframe, Managerial, Market, Merchandising, Organization, EXCEL, WORD, Payroll, Personnel, Sales, Supervisor, Supervision, Teaching, Training and Coaching, Customer Service

"
33665485,APPAREL,"Position: Senior Product Development Manager
Company: Company Name
Summary: Created a robust Product Development Team that interacts with Design and Sales in partnership with the parent company TAL, the world's leading manufacturer of Men's high quality dress shirts. Created structure and organization to build a Product Development team that executes to strict time & action guidelines.
Highlights: Created a robust Product Development Team, Developed Processes and Systems to improve workload efficiencies and improve timing of deliverables

Position: Sourcing Senior Manager
Company: Company Name
Summary: Served as a key member of JCPenney's private label sourcing team. Leveraged extensive knowledge of cotton rich products, fabric construction, and garment production, and drove the execution of strategic global sourcing activities.
Highlights: Managed key vendor relationships, Produced cost savings of millions of dollars over multiple programs

","Institution: Unavailable
Area of Study: Merchandising and Marketing
Degree: Bachelor of Science
Start Date: Unavailable
End Date: Unavailable
Courses: Unavailable

","Skill: Team Leadership
Level: Master
Keywords: Project Management, Process Improvement, Product Launch, Global Experience, Innovation, Problem Solving, Client Relations, Budget Management, Contract negotiation

"
35121930,APPAREL,"Position: Volunteer
Company: 
Summary: I worked in a booth that displayed business like clothes and shoes for homeless women and men to reintegrate them into the workforce.
Highlights: Volunteered at Albuquerque Fashion Week., Helped organize a charity walk that raised money for individuals living with Chiari.

Position: Manufacturing Technician Ops Coordinator
Company: 
Summary: Responsible for communicating area priorities, maintaining Gas equipment that entailed mechanical adjustments ensuring proper alignments and handing of the wafers.
Highlights: Certified Level 2 Ops Coordinator for Wet Etch and Thin Films, Certified Level 2 Trainer

","Institution: New Mexico Highlands University
Area of Study: Social Work
Degree: Bachelor
Start Date: 
End Date: 2015-12-31

Institution: Central New Mexico Community College
Area of Study: Child, Youth, and Family Development Social Work
Degree: Associate
Start Date: 
End Date: 2014-12-31

Institution: ITT Technical Institute
Area of Study: Electronic Engineering Technology
Degree: Associate
Start Date: 1998-01-01
End Date: 2000-12-31

","Skill: 
Keywords: Approach, agency, child care, client, clients, Fashion, futures, mechanical, meetings, money, works, quality, Safety

"
35571205,APPAREL,"Position: Grocery Clerk, UAV Technician Avionics/Maintenance Technician, Box Truck Driver/Technician, Picker/Ambassador, Delivery Driver, Stower, Warehouse Manager/Driver, Apparel Clerk/PIC, Steel Worker
Company: Company Name
Summary: Used pallet jacks and hand trucks moved merchandise to the sales floor for stocking. Worked with the management team to implement the proper division of responsibilities. Engaged with customers in a sincere and friendly manner. Operated heavy machinery in the safest manner to avoid injuries and accidents. Prepared and cleaned construction sites by removing debris. 
Highlights: Maintained a safe, neat and clean working environment at all times., Handled employee conflicts most efficiently and while following all company procedures., Ensured all warehouse personnel were properly trained and certified on equipment., Communiated customers complaints, requests and feedback to company management., Filled customer orders with efficiency and accuracy., Maintained established merchandising standards, including window, sales floor and promotional displays.

","Institution: Auburn Mountainview High School
Area of Study: 
Degree: High School Diploma
Start Date: 
End Date: 2013

","Skill: Technical and Soft Skills
Keywords: Approach, Backhoe, Bobcat, Budgets, Carpentry, Cash Register, Basic Computer Skills, Dependable, Driving, Hand Tools, Hiring, Inventory, Logistics, Machine Operation, Math, Merchandising, Painting, Quality, Fast learner, Safety, Team Player, Written Communication

"
35603950,APPAREL,"Position: Assistant Store Manager of Operations and Human Resources
Company: Company Name
Summary: Oversee various operations, including payroll projections, productivity, controllable expenses, schedules, merchandising, human resources and more in relation to sales trend.
Highlights: Wall Street Journal Award in Economics and Finance 2010, Kohl's Territory Finalist for Manager in Training competition 2012, Civic Club Scholarship 2008

Position: Assistant Store Manager of Apparel and Accessories
Company: Company Name
Summary: Analyze business summary reports daily to determine growth opportunities. Partner with HR/OPS ASM to address inventory issues and implement plans to outperform LY figures. Lead store in associate development, supervision of merchandise sales, business operations, and expense management.

Position: Vice-President of Community Service
Company: Delta Sigma Pi
Summary: Educate students on budgeting, managing credit and debt, controlling credit. Coordinate community service activities with the Provincial Community Service Committee. Organized campus-wide blood drive.

","Institution: Georgia Southern University
Area of Study: Economics
Degree: BBA
Start Date: 
End Date: 2010-01-01

","Skill: Skills
Keywords: Computer, Peoplesoft, Kronos payroll management system, Microsoft Word, Excel, Access, PowerPoint, entry level HTML, Professional, Excellent communicator, motivator, decision maker, Strong analytical and problem solving skills

"
35985133,APPAREL,"Position: Assistant Secretary/Parks & Rec Director
Company: Company Name
Summary: Assist the Secretary with daily accounting duties. Prepare Deposits. Answer Phones and process mail. Interact with the public and Township employees. Posting of supervisor meeting minutes. Updating of ordinances and resolutions. Create a master plan for the parks & rec department. Monitor the parks for maintenance issues. Maintain the township's social media accounts.
Highlights: Initiated the use of a computerized accounting system, Increased office organization by developing a more efficient filing system, Updated excel charts and worksheets to be more efficient

Position: Administrative Assistant
Company: Company Name
Summary: Assist the Treasurer with daily accounting duties
Highlights: Prepare & process payroll for 20+ employees, Entering of cash receipts, Prepare Deposits

Position: Bookkeeper
Company: Company Name
Summary: Responsible for A/R, A/P, Payroll and Bank Reconciliations
Highlights: Prepare Deposits, Summarize Daily Sales, Responsible for Collection of Accounts Receivable, Prepare Customer Invoices, Prepare Weekly Cash Flow Report, Prepare Monthly Comparative Financial Statements, Answer Phones

","Institution: Susquehanna University
Area of Study: Accounting
Degree: Bachelor of Science
Start Date: 
End Date: 

","Skill: Accounting
Keywords: QuickBooks, Budgeting, A/R, A/P, G/L, Bank Reconciliations, Payroll processing, Fast Learner, Highly Dependable, Excellent analytical and organizational abilities, Self-motivated

"
36094883,APPAREL,"Position: Adjunct Instructor, Volunteer Career Adviser
Company: Company Name
Summary: Teach courses on American and International Politics. Work with career staff to assist undecided and graduating seniors.

Position: Consultant
Company: Company Name
Summary: Began consultancy as a professional and academic writer specializing in grant writing projects. Currently completing coursework in the extension program at University California for certification as an Independent Educational Consultant.

","Institution: Fordham University
Area of Study: Middle East Studies
Degree: B.A
Start Date: Not Provided
End Date: 1986-05

Institution: Fordham University
Area of Study: Political Science
Degree: M.A
Start Date: Not Provided
End Date: 1989

","Skill: Academic advising
Level: Not Provided

Skill: Consulting
Level: Not Provided

Skill: Grant writing
Level: Not Provided

"
36136569,APPAREL,"Position: Sr. Project Management Associate
Company: Company Name
Summary: Barbie Product Development Manage...

Position: Administrative Assistant
Company: Company Name
Summary: Design Assist VP of Design...

Position: Administrative Assistant
Company: Company Name
Summary: Assist one Executive...

Position: Intern, Office Manager Assistant
Company: Company Name
Summary: Maintain and manage our high end fashion showroom...

Position: Sales Associate
Company: Company Name
Summary: Ensure that customers have a rewarding experience...

Position: Project Administrator
Company: Company Name
Summary: Barbie Product Development/Samples Administrator Manage...
Highlights: Received awards for Best New Product launch for the 2004 Product Line, Received award for Excellent Customer Service

","Institution: University of Phoenix
Area of Study: Business Management
Degree: Bachelor of Science Degree
Start Date: Not Provided
End Date: 05/2010

Institution: American Intercontinental University
Area of Study: Merchandising and Design
Degree: Not Provided
Start Date: Not Provided
End Date: 9/2007

Institution: California State University
Area of Study: Business Administration Marketing
Degree: Not Provided
Start Date: Not Provided
End Date: 5/1998

","Skill: Time management ability
Level: Not Provided

Skill: Professional demeanor
Level: Not Provided

Skill: Schedule management
Level: Not Provided

Skill: Problem resolution
Level: Not Provided

Skill: Deadline-oriented
Level: Not Provided

Skill: Microsoft Office
Level: Not Provided

Skill: Agile
Level: Not Provided

"
37750854,APPAREL,"Position: Sr. Merchandising Audience Lead
Company: Microsoft US Online Store
Summary: Sr. Merchandiser/Audience Marketing Lead for Microsoftstore.com representing a combined annual revenue of $96M. Grew EDU audience revenue +400% YoY within the first year by launching an evergreen offer across multiple categories. Spearheaded business development opportunities, partnering with Microsoft product management groups to create and execute meaningful targeted campaigns resulting in increased brand awareness, customer acquisition, and sales revenue. Drove site optimization through A/B and multivariate testing across site and through purchase funnel increasing conversion, revenue, and improving customer experience. End to end product management: documenting business requirements, presenting to stake-holders, engineering, UX teams, creative reviews, QA, production and deployment on live site. Category lead for email marketing campaigns, content, targeting, SEO, SEM and internal search term optimization.
Highlights: Business analysis, Retail systems, Online branding, Retail buying, Purchase funnel optimization, Competitive analysis, Retail marketing, Program development

Position: Merchandiser
Company: Women's Direct Apparel
Summary: Merchandising/Category Management women's separates apparel in direct catalog and E-commerce divisions. Drove promotional strategies in print catalogs, email campaigns, and online to achieve and exceed sales and margin targets. Partnered with design team to develop a compelling and brand right assortment, managed the sourcing and production process, and negotiated costing. Directed creative content and imagery with multiple creative teams to develop a consistent branded experience across both catalog and online. Util
Highlights: Drove promotional strategies, Created and launched new online denim category

Position: Assistant Buyer/Buyer
Company: Company
Summary: Launched Endless.com website, Amazon.com's first separate E-commerce brand that exclusively offered a boutique shopping experience for footwear and handbags. Built the retail apparel store from the ground up which included implementing QA policies, detail page and imaging standards, developing receiving/shipping materials, warranty policies, and tools to accommodate the needs of the new category. Developed strong relationships with +110 vendors including: account management, payment terms, costs, returns, damage allowance, free shipping, inventory management, and co-op. Responsible for competitive product and pricing analysis and improving pricing tools to facilitate competitive monitoring as well as determine markdown schedule and liquidation of overstock. Initiated and managed website imp
Highlights: Launched Endless.com website, Built the retail apparel store from the ground up, Developed strong relationships with +110 vendors

","Institution: UNIVERSITY OF WASHINGTON
Area of Study: Liberal Studies Society, Ethics, and Human Behavior
Degree: BA
Start Date: 2001
End Date: 2011

","Skill: Retail management

Skill: buying

Skill: marketing

Skill: merchandising

"
41586420,APPAREL,"Position: Store Keeper / Production Co-ordinator
Company: Company Name
Summary: Maintained store facilities to ensure smooth functioning - Made arrangements and placed orders for new stock and supplies whenever necessary.
Highlights: Store Manager, Category Management Incharge, Team Leader, Sr. Customer Service Executive

","Institution: C.K.Thakur College of Arts & Commerce Mumbai University
Area of Study: Commerce
Degree: Bachelors
Start Date: 2005
End Date: 2008

Institution: S.E.S College / Mumbai University
Area of Study: Science
Degree: High School
Start Date: 2005
End Date: 2005

Institution: New English School / Mumbai University
Area of Study: Not provided
Degree: High School
Start Date: 2003
End Date: 2003

","Skill: Key Skills
Level: Not provided
Keywords: Coaching, customer service, train employees, Internet applications( Excel, Ms-Office, Word, MIS), Inventory, logistics, Merchandising, purchasing, quality, receiving, reconciling, reporting, Sales, Scheduling, Supervising

"
43852883,APPAREL,"Position: CFO Assistant/Executive Administrator/HR Manager/CS
Company: Company Name
Summary: Assisted CFO with quarterly, year-end financial reports, Profits & Loss on projects, A/P & A/R, Credit & Collections, Invoicing & Billing for RLE & NEI, Sales reports, Bank R, Cash Receipts, Credit Card, checks Supported RLE C- Level & NEI Industries, Inc., Superintendent Maintain all insurance requirements including, certificate of insurances, auto, property coverage, workerï¿½s compensation, and bonds. Handled all DMV documentation for company vehicles, EZ-Pass, Tickets, violations, claims Establish and Maintain HR related employee functions including payroll process (70 employees, and subcontractors under 1099), recruiting, benefits, employees files, E-verify I-9, salary increases, deduction, garnishments, payroll exception new hire orientation, W-2 withholdings, exercising a high level of confidentiality. In charge of issue Prevailing wage certified payroll reports, and 1099 forms 401K Third Party Administrator, (Reconciliation of participant account at plan conversion, participant distribution and withholding verification, compliance testing, form 5500 preparation) IT Administrator, set up emails on Outlook & EarthLink accounts, set up GoToMyPC accounts, Install Scanners and assist with PC troubleshooting General Administrative support, phones, file, fax, mail Provide Internal sales support and customer service for outside reps Assist entering customerï¿½s proposals Distribute and confirm monthly commission statements.

Position: Controller/Administrative Assistant
Company: Company Name
Summary: Sales orders processing, invoicing, shipments, collections Account Receivable, bank deposits, adjustments, posting checks Account Payable, D & B listing, cash disbursement In charge of petty cash & in-outgoing mail Update inventory and purchases, add customers & new vendors Receptionist duties, data entry and administrative functions.

Position: Office Assistant
Company: Company Name
Summary: Assisted Lawyers, Paralegals with some paperwork Answer phone calls, receptionist duties and administrative functions Updating customerï¿½s list for the Department of Labor Billing and collecting payment from clients Preparation of files to be sent out to USCIS.

","Institution: Berkeley College
Area of Study: Accounting
Degree: A.A.S
Start Date: 
End Date: 

Institution: Dover Business College, Paramus NJ
Area of Study: Computerized Accounting
Degree: Certification
Start Date: 
End Date: 

Institution: ADP Training City
Area of Study: Human Resources
Degree: Certification
Start Date: 
End Date: 

Institution: Essex County College, Newark NJ
Area of Study: Excel II
Degree: Certification
Start Date: 
End Date: 

","Skill: Computerized Accounting
Keywords: MS Outlook, Word, Excel, PowerPoint, QuickBooks Pro, Mas90, Sage200 & AS400, ADP Payroll Software & PC Charge Software, Postal Equipment, EarthLink Hosting, 401K A. Funds Program, Adobe Acrobat, Adobe Illustrator, Photoshop, ACT, Access, Crystal Reports (MAS90), client relations

"
46514339,APPAREL,"Position: Jobs Coordinator / Estimator
Company: Company Name
Summary: Worked directly with Payless manager's in assigned area's with store operation's, PNL shrink, store maintenance, recruiting store staff member's and planning Competitive Analysis Performed competitive analysis to make recommendations for future Payless company growth.

Position: District Manager Trainee
Company: Company Name
Summary: Successfully managed the activities of team members in multiple locations.

Position: Area Manager
Company: Company Name
Summary: Successfully managed the activities of store team members in multiple locations.

Position: Area Manager / Training Supervisor
Company: Company Name
Summary: Worked closely with the district manager to formulate and build the store brand.

Position: Office Administrator
Company: Company Name
Summary: Planned and executed [project].Effectively controlled the release of proprietary and confidential information for general client lists.Prepared correspondence, accounting and financial documents for analysis.

","Institution: Mount Olive College
Area of Study: Business Administration
Degree: Associate of Arts
Start Date: 
End Date: 1982

","Skill: Assistant Manager
Level: Proficient
Keywords: benefits, budgets, cash receipts, coaching, interpersonal, Competitive Analysis, customer satisfaction

"
50324968,APPAREL,"Position: Stylist
Company: Company Name
Summary: Pulled entire wardrobes for clients, styling them from head to toe in our merchandise. Built a strong client base that remained loyal to myself and the brand. Made clients and customers feel welcome through excellent customer service. Upsell and suggest items to customers in order to exceed personal KPI stats ($80 per transaction, 3.0 units per transaction, $300 an hour). Created and hosted client shopping events for my loyal customer base to increase the the store's end of day sales by 15%.

Position: Keyholder
Company: Company Name
Summary: Promoted a work environment that is positive, customer-service oriented, and compliant with established company policies and procedures. Monitored the activities of the store employees to maximize efficiency and respond to customers' needs in a timely fashion. Supervised sales floor ensuring key selling zones are covered. Cashier duties. Opening and closing the store.

Position: Sales Associate
Company: Company Name
Summary: Greet and develop rapport with customers. Provide product information regarding features, trends, and styles of merchandise. Assisted customers and made suggestions based on knowledge of merchandise and customer. Maintained neat and organized merchandise through straightening, hanging, sizing, and merchandising.

","Institution: DePaul University
Area of Study: Marketing
Degree: BBA
Start Date: 2015-01-01
End Date: 2019-01-01
Courses: Accounting 101, Economics 105, Professional Business Writing, Business Ethics

","Skill: Enthusiasm, Friendliness, Personability
Level: Advanced

Skill: Problem-solving
Level: Advanced

Skill: Adaptability
Level: High

Skill: English, Spanish
Level: Bilingual

Skill: Communication skills
Level: Effective

Skill: Teamwork, Individual work
Level: Proficient

Skill: HTML 5, CSS
Level: Working knowledge

Skill: Microsoft Word, PowerPoint, Excel
Level: Intermediate

"
